,"link","webpage_url","title","y","query","view_count","like_count","dislike_count","average_rating","subscriber_count","description","categories","tags","upload_date","tempo_desde_pub","channel_url","thumbnail","width","height","resolution","fps","p"
1852,"watch?v=uWVR_axaVwk","https://www.youtube.com/watch?v=uWVR_axaVwk","Approaching (almost) Any Machine Learning Problem | by Abhishek Thakur | Kaggle Days Dubai | Kaggle",0,"kaggle",22,632,48,4.7176471,68900,"Abhishek Thakur is the chief data scientist at https://boost.ai building state-of-the-art chatbots primarily for banking and insurance ...","['Science & Technology']","['Kaggle', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'data science', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS', 'Abhishek Thakur', 'chief data scientist', 'data scientist']","2019-08-06",469,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/uWVR_axaVwk/maxresdefault.webp",1920,1080,,24,0.515
1867,"watch?v=7lXQj6dRNIE","https://www.youtube.com/watch?v=7lXQj6dRNIE","How to get started on Kaggle using fast.ai workshop",0,"kaggle",531,12,,5,5280,"Based on our community feedback, we conducted a (Free + In-Person) workshop on ""How to get started on ","['People & Blogs']","['fast.ai', 'Kaggle', 'Workshop', 'Getting Started', 'How to', 'DSN', 'DSNet', 'Data Science Network', 'Competition', 'Image Processing', 'Computer Vision', 'Deep Learning', 'CNN', 'Convolutional Neural Network', 'Sanyam', 'Bhutani', 'Kartik', 'Godawat', 'Programming', 'PyTorch', 'Machine Learning', 'Data Science', 'Kernels', 'Discussions']","2019-07-10",496,"http://www.youtube.com/channel/UCmKaoNn0OvxVAe7f_8sXYNQ","https://i.ytimg.com/vi_webp/7lXQj6dRNIE/maxresdefault.webp",1266,720,,25,0.53
1870,"watch?v=vnaUsVl3PJ0","https://www.youtube.com/watch?v=vnaUsVl3PJ0","House price prediction kaggle competition dataset( Bangla tutorial)",1,"kaggle",798,11,,5,,"Video's code : https://colab.research.google.com/gist/ikardi420/165eba2b52c351a630cd3d96328ee05f/houseprice.ipynb #","['Science & Technology']","['House price prediction kaggle competition dataset( Bangla tutorial)', 'House price prediction', 'kaggle competition', 'kaggle competition bangla tutorial', 'machine learning bangla tutorial', 'machine learning with google colab', 'machine learning with google colab bangla tutorial', 'google colab bangla tutorial', 'House price prediction with google colab bangla tutorial', 'House price prediction with google colab', 'house price prediction kaggle', 'kaggle house price prediction']","2019-07-09",497,"http://www.youtube.com/channel/UCotMSVde8DsVBE0j6y-WaeQ","https://i.ytimg.com/vi_webp/vnaUsVl3PJ0/maxresdefault.webp",1280,684,,10,0.45
1890,"watch?v=VrQMl8SCVnc","https://www.youtube.com/watch?v=VrQMl8SCVnc","Masterclass session with David Odaibo PhD - An award-winning Kaggle expert",0,"kaggle",6,18,,5,6740,"David Odaibo session on the 'The Passenger Screening Algorithm Challenge' Starting Video quality is bad but gets better from ...","['People & Blogs']","['#AIMasterclassDial-In', '#hangoutsonair', 'Hangouts On Air', '#hoa', '#hangoutsonair', 'Hangouts On Air', '#hoa', '#hangoutsonair', 'Hangouts On Air', '#hoa', '#hangoutsonair', 'Hangouts On Air', '#hoa']","2019-06-01",535,"http://www.youtube.com/channel/UCTi2xuVi9CLx9QryIJYLbaQ","https://i.ytimg.com/vi/VrQMl8SCVnc/maxresdefault.jpg?v=5e0600c4",1280,720,,30,0.52
1897,"watch?v=Jn8c3oe_GWU","https://www.youtube.com/watch?v=Jn8c3oe_GWU","Kaggle Live-Coding: Scoping & Starting an NLP Project | Kaggle",0,"kaggle",6,135,4,4.884892,68900,"Join ","['Science & Technology']","['data science', 'deep learning', 'nlp', 'neural networks', 'nlu', 'natural language', 'python', 'programming', 'coding', 'machine learning', 'ai', 'artificial intelligence', 'kaggle', 'research', 'technology', 'reading group']","2019-05-24",543,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/Jn8c3oe_GWU/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDzgN3U0o2INX7vdq-k3gVo3nKaXA",1280,720,,30,0.544
1902,"watch?v=69Te9Nw3i9c","https://www.youtube.com/watch?v=69Te9Nw3i9c","Day 20 #100DaysML: Kaggle example on Linear Regression Project",0,"kaggle",4,21,2,4.818182,6740,"Today, we try our hands on real data to practicalize some of what we have done. We visit ","['People & Blogs']",,"2019-05-20",547,"http://www.youtube.com/channel/UCTi2xuVi9CLx9QryIJYLbaQ","https://i.ytimg.com/vi/69Te9Nw3i9c/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCurY0D5UUZhT4sKA2BrSulPN6fBg",1280,720,,30,0.478
1921,"watch?v=H6x6R94HsxI","https://www.youtube.com/watch?v=H6x6R94HsxI","[Kaggle] Titanic Problem using Excel #2 - Exploring Data/Missing Value",1,"kaggle",1,13,,5,3040,,"['Education']","['kaggle titanic solution', 'kaggle titanic best solution', 'kaggle titanic solution in python', 'missing value', 'data', 'titanic', 'excel', 'exploring', 'kaggle titanic best solution in python', 'kaggle']","2019-04-23",574,"http://www.youtube.com/channel/UCZN-xTV6lFwfJHl6ZId_dOg","https://i.ytimg.com/vi_webp/H6x6R94HsxI/maxresdefault.webp",1920,1080,,30,0.452
1926,"watch?v=5Q46bxnKWj4","https://www.youtube.com/watch?v=5Q46bxnKWj4","Kaggle Live Coding: Intro to Machine Learning with R (Part 2) | Kaggle",0,"kaggle",1,53,,5,68900,"Join ","['Science & Technology']","['data science', 'kaggle', 'networks', 'coding', 'programming', 'rstats', 'python', 'technology']","2019-04-12",585,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/5Q46bxnKWj4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDavm0M8k-HVItwMlhNfM-kOSBsMQ",1280,720,,30,0.458
1928,"watch?v=3VsuTlImyiY","https://www.youtube.com/watch?v=3VsuTlImyiY","Kaggle Live Coding: Intro to Machine Learning with R | Kaggle",0,"kaggle",4,126,3,4.9069767,68900,"Join ","['Science & Technology']","['data science', 'kaggle', 'networks', 'coding', 'programming', 'rstats', 'python', 'technology']","2019-04-05",592,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/3VsuTlImyiY/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAGgb3BXzkpMNCOUqc1_zfyRRlExQ",1280,720,,30,0.451
1946,"watch?v=Y5JEWl8yNGk","https://www.youtube.com/watch?v=Y5JEWl8yNGk","Kaggle Meetup: Using News to Predict Stock Movements",1,"kaggle",1,37,2,4.8947368,909,"Kaggle","['Science & Technology']","['kaggle', 'machine learning', 'ai', 'artificial intelligence', 'data science', 'yvr']","2019-02-21",635,"http://www.youtube.com/channel/UCJhW_16uxALr0X4olEW2p5A","https://i.ytimg.com/vi_webp/Y5JEWl8yNGk/maxresdefault.webp",1920,1080,,30,0.527
1955,"watch?v=eNkayufkT04","https://www.youtube.com/watch?v=eNkayufkT04","Kaggle: How to Place in the Top 10% (part 1)",0,"kaggle",37,953,27,4.8897958,41700,"This is the first part, in a series where I will discuss some techniques for placing in the top 10% that I've used in two ","['Science & Technology']","['kaggle', 'jeff heaton', 'python', 'scikit-learn', 'xgboost', 'data science', 'machine learning', 'deep learning', 'leaderboard', 'laptop', 'artificial intelligence']","2019-01-07",680,"http://www.youtube.com/channel/UCR1-GEpyOPzT2AO4D_eifdw","https://i.ytimg.com/vi_webp/eNkayufkT04/maxresdefault.webp",640,480,,25,0.454
1959,"watch?v=LzHAQ2gpLXA","https://www.youtube.com/watch?v=LzHAQ2gpLXA","Kaggle Live-Coding: Analyzing survey results with R | Kaggle",0,"kaggle",3,73,6,4.6962028,68900,"Join ","['Science & Technology']","['data science', 'kaggle', 'networks', 'coding', 'programming', 'rstats', 'python', 'technology', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'data', 'interview', 'questions', 'transfer learning', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-12-28",690,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/LzHAQ2gpLXA/maxresdefault.jpg?v=5c6dc6ed",1920,1080,,30,0.453
1964,"watch?v=QO2ihJS2QLM","https://www.youtube.com/watch?v=QO2ihJS2QLM","Dashboarding with Notebooks, Day 1: What information to include | Kaggle",0,"kaggle",11,268,4,4.9411764,68900,"This livestream is for the first day of the ","['Science & Technology']","['dashboarding', 'notebooks', 'live coding', 'kaggle', 'python', 'rstats', 'data science', 'tech', 'machine learning', 'ai', 'ml', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'data', 'interview', 'questions', 'transfer learning', 'networks', 'programming', 'technology', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-12-17",701,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/QO2ihJS2QLM/maxresdefault.jpg?v=5c6dc70d",1920,1080,,30,0.478
1969,"watch?v=f1y9wDDxWnA","https://www.youtube.com/watch?v=f1y9wDDxWnA","Code with me (live): How to make your first Kaggle submission from scratch!",0,"kaggle",52,1292,9,4.9723291,67600,"Let's explore the ","['Science & Technology']","['machine learning engineer kaggle', 'kaggle dataset exploraiton', 'titantic kaggle dataset', 'how to explore a kaggle dataset', 'how to explore a kaggle dataset from scratch', 'exploring a kaggle dataset from scratch', 'how to explore the titanic kaggle dataset', 'what to do with the kaggle titanic dataset', 'how to make a kaggle submission', 'how to enter a kaggle competition', 'daniel bourke', 'how to do exploratory data analysis', 'kaggle', 'data', 'data science', 'machine learning', '100 days of ml code']","2018-12-01",717,"http://www.youtube.com/channel/UCr8O8l5cCX85Oem1d18EezQ","https://i.ytimg.com/vi/f1y9wDDxWnA/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCSXxqSswL55uKupz_9CA1hw9r2Qg",854,480,,30,0.513
1978,"watch?v=tGw-ZACouik","https://www.youtube.com/watch?v=tGw-ZACouik","Deep Learning 3: Importing Kaggle's dataset in Google Colaboratory",0,"kaggle",17,396,5,4.9501247,11900,"This tutorial explains how to import datasets available in ","['People & Blogs']","['data analytics competition', 'big data competition', 'machine learning', 'hadoop', 'data science', 'big data', 'predictive analytics', 'data science competitions', 'kaggle', 'gpu cloud', 'google colaboratory', 'gpu cloud computing', 'gpu vps', 'gpu dedicated server', 'gpu hosting', 'gpu server hosting', 'gpu cloud server', 'google', 'colab', 'datasets', 'deep learning neural networks', 'deep learning', 'deep learning with python', 'deep machine learning', 'deep learning algorithms', 'deep learning neural network']","2018-10-24",755,"http://www.youtube.com/channel/UCP9YJJ24w6g38VMVMm6Thtg","https://i.ytimg.com/vi_webp/tGw-ZACouik/maxresdefault.webp",1920,1080,,30,0.491
1980,"watch?v=O1P4r0Iy55U","https://www.youtube.com/watch?v=O1P4r0Iy55U","Getting Started on Kaggle: A quick tour | Kaggle",0,"kaggle",19,198,2,4.9798994,68900,"In this video, ","['Science & Technology']","['kaggle', 'data science', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-10-16",763,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/O1P4r0Iy55U/maxresdefault.webp",1920,1006,,29,0.451
1981,"watch?v=sLAthlX816c","https://www.youtube.com/watch?v=sLAthlX816c","Getting Started on Kaggle: Python coding in Kernels | Kaggle",0,"kaggle",26,275,9,4.8732395,68900,"In this video, ","['Science & Technology']","['kaggle', 'data science', 'coding', 'python', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'data', 'interview', 'questions', 'transfer learning', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-10-16",763,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/sLAthlX816c/maxresdefault.webp",1280,672,,29,0.537
1982,"watch?v=0jQwAp7po00","https://www.youtube.com/watch?v=0jQwAp7po00","Getting Started on Kaggle: Uploading data to analyze | Kaggle",0,"kaggle",11,71,4,4.7866669,68900,"In this video, ","['Science & Technology']","['kaggle', 'data science', 'python', 'data', 'coding', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'interview', 'questions', 'transfer learning', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-10-16",763,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/0jQwAp7po00/maxresdefault.webp",1920,1006,,29,0.472
1984,"watch?v=fvF2H85ko9c","https://www.youtube.com/watch?v=fvF2H85ko9c","Getting Started on Kaggle: Writing code to analyze a dataset | Kaggle",0,"kaggle",35,464,12,4.8991594,68900,"In this video, ","['Science & Technology']","['kaggle', 'data science', 'data', 'python', 'coding', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'interview', 'questions', 'transfer learning', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-10-16",763,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/fvF2H85ko9c/maxresdefault.webp",1280,674,,29,0.521
1986,"watch?v=LBqmIfAA4A8","https://www.youtube.com/watch?v=LBqmIfAA4A8","Getting Started on Kaggle: Uploading a dataset | Kaggle",0,"kaggle",11,68,4,4.7777777,68900,"In this video, ","['Science & Technology']","['kaggle', 'data science', 'coding', 'data', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'interview', 'questions', 'transfer learning', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-10-16",763,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/LBqmIfAA4A8/maxresdefault.webp",1920,958,,29,0.462
1501,"watch?v=OLzfr1oJXTE","https://www.youtube.com/watch?v=OLzfr1oJXTE","Machine Learning (Aprendizado de Máquina) - Conceitos Iniciais #Parte 3",0,"aprendizado+de+maquina",2,32,,5,2200,"ENSINO - ","['Education']","['mineração de dados', 'aprendizado de máquina', 'Machine Learning (Field Of Study)', 'Data Mining (Technology Class)', 'machine learning', 'inteligencia artificial', 'dados']","2014-05-07",2386,"http://www.youtube.com/channel/UCOx5f4MPcU3KYeZBsGquE0Q","https://i.ytimg.com/vi/OLzfr1oJXTE/maxresdefault.jpg",640,480,,30,0.051
1685,"watch?v=9iW8TXkzrto","https://www.youtube.com/watch?v=9iW8TXkzrto","What is Kaggle | How to use Kaggle  in hindi",0,"kaggle",1,31,2,4.757576,3330,"in this video understand how to use ","['Education']","['What', 'Is', 'Kaggle', 'What is kaggle', 'What is kaggle in hindi', 'What is kaggle competition', 'What is kaggle and how to use it', 'What is kaggle kernel', 'What is kaggle grandmaster', 'What is kaggle website', 'What is kaggle dataset', 'What is kaggle master', 'What is kaggle notebook', 'What is kaggle in python', 'What is kaggle api', 'What is kaggle project', 'How to use Kaggle']","2020-06-06",164,"http://www.youtube.com/channel/UCPIMmfCnHXcaR8LB9aXqk3Q","https://i.ytimg.com/vi_webp/9iW8TXkzrto/maxresdefault.webp",1278,720,,24,0.242
1412,"watch?v=oEdFzRkk0Hk","https://www.youtube.com/watch?v=oEdFzRkk0Hk","SETI UFLA - Palestra Aprendizado de Máquina Aplicado em Medicina - Jadson Castro",0,"aprendizado+de+maquina",48,2,,5,268,"Pesquisas relevantes na área ","['Science & Technology']",,"2018-09-26",783,"http://www.youtube.com/channel/UCHtvp-d8pujKyANPv3NCySA","https://i.ytimg.com/vi/oEdFzRkk0Hk/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBmLqnse1Mtsbyi1zaShGRBNIiFOw",1280,720,,60,0.35
1062,"watch?v=SfOoRsUj9kQ","https://www.youtube.com/watch?v=SfOoRsUj9kQ","Intelligence Artificielle VS Machine Learning VS Deep Learning - Les différences entre ces termes",0,"machine+learning",16,375,10,4.8961039,7060,"Aujourd'hui on parles des différences qui résident entre les termes d'Intelligence Artificielle, de ","['Science & Technology']","['IA', 'Inteligence Artificielle', 'Machine Learning', 'Deep Learning', 'Computer Scientists']","2018-10-10",769,"http://www.youtube.com/channel/UChXy935RrhKDL3EtFcITM5w","https://i.ytimg.com/vi_webp/SfOoRsUj9kQ/maxresdefault.webp",1920,1080,,60,0.441
1398,"watch?v=lVQ1YYqQP8Q","https://www.youtube.com/watch?v=lVQ1YYqQP8Q","Minicurso Aprendizado de Máquina - SESCOMP 2018 PartII",0,"aprendizado+de+maquina",37,,,,859,"Ciência ","['Science & Technology']","['Numpy', 'Ciência de dados', 'Pandas', 'KNN', 'Classificação', 'SESCOMP2018', 'Aprendizado de máquina']","2018-11-26",722,"http://www.youtube.com/channel/UCnR_-6nHlN-RrKl76IHOxcw","https://i.ytimg.com/vi_webp/lVQ1YYqQP8Q/maxresdefault.webp",1280,720,,30,0.193
1848,"watch?v=WlXhpXv9kDU","https://www.youtube.com/watch?v=WlXhpXv9kDU","Kaggle Reading Group : An Open Source AutoML Benchmark | Kaggle",1,"kaggle",2,99,2,4.9207921,68900,"This week we're starting a new paper: An Open Source AutoML Benchmark by Gijsbers et al from the 2019 ICML Workshop on ...","['Science & Technology']","['data science', 'deep learning', 'nlp', 'neural networks', 'nlu', 'natural language', 'python', 'programming', 'coding', 'machine learning', 'ai', 'artificial intelligence', 'kaggle', 'research', 'technology', 'reading group']","2019-08-14",461,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/WlXhpXv9kDU/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC5VphgB6b9VTqpsp6o4z_zJwXYKQ",1920,1080,,60,0.194
1988,"watch?v=LDDSnr_SHB4","https://www.youtube.com/watch?v=LDDSnr_SHB4","Kaggle Live-Coding: Tokenizing for NLP | Kaggle",1,"kaggle",946,25,,5,68900,"Join ","['Science & Technology']","['Kaggle', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'data science', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS']","2018-10-12",767,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi/LDDSnr_SHB4/maxresdefault.jpg?v=5c6dc733",1280,720,,30,0.242
439,"watch?v=-6RqxhNO2yY","https://www.youtube.com/watch?v=-6RqxhNO2yY","Python For Data Science Full Course - 9 Hours | Data Science With Python | Python Training | Edureka",0,"data+science",104,3134,44,4.9446192,2230000,"Edureka Python Certification Training: https://www.edureka.co/","['Education']","['yt:cc=on', 'python for data science', 'python for data science full course', 'data science with python full course', 'data science with python full tutorial', 'python for data science tutorial', 'python for data science crash course', 'python for data science complete course', 'python full course', 'numpy', 'pandas', 'matplotlib', 'scikit-learn', 'TensorFlow', 'machine learning with python', 'deep learning with python', 'pyspark', 'maths for machine learning', 'python', 'python edureka', 'python for data science edureka', 'edureka']","2020-03-15",247,"http://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ","https://i.ytimg.com/vi_webp/-6RqxhNO2yY/maxresdefault.webp",1920,1080,,30,0.121
1007,"watch?v=QR_LQQ-vvko","https://www.youtube.com/watch?v=QR_LQQ-vvko","Platform Overview - Machine Learning",0,"machine+learning",14,248,,5,626000,"In this short GCP Essentials video, see how GCP has made ","['Science & Technology']","['Google Cloud Platform', 'GCP essentials', 'machine learning', 'Google Cloud AI', 'Google Cloud', 'cloud vision', 'cloud video intelligence', 'AutoML vision', 'cloud translation', 'cloud natural language', 'AutoML translation', 'AutoML natural language', 'dialogflow enterprise edition', 'dialogflow', 'cloud text to speech', 'cloud speech to text', 'API', 'web entities', 'deep learning VM image', 'TensorFlow', 'PyTorch', 'scikit learn', 'XGBoost', 'Keras', 'Cloud ML Engine', 'Codelabs', 'Alexis Moussine Pouchkine', 'GDS: Yes;']","2019-05-21",546,"http://www.youtube.com/channel/UCJS9pqu9BzkAMNTmzNMNhvg","https://i.ytimg.com/vi_webp/QR_LQQ-vvko/maxresdefault.webp",1920,1080,,24,0.367
972,"watch?v=oV3ZY6tJiA0","https://www.youtube.com/watch?v=oV3ZY6tJiA0","Neural Networks and Deep Learning: Crash Course AI #3",0,"machine+learning",181,4672,110,4.9079881,11600000,"You can learn more about CuriosityStream at https://curiositystream.com/crashcourse. Today, we're going to combine the artificial ...","['Education']","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'artificial intelligence', 'neural network', 'machine learning', 'ai', 'deep learning', 'hidden layer', 'alexnet', 'imagenet', 'artificial neural network']","2019-08-23",452,"http://www.youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q","https://i.ytimg.com/vi_webp/oV3ZY6tJiA0/maxresdefault.webp",1920,1080,,24,0.444
1691,"watch?v=TdEb7m0OGa4","https://www.youtube.com/watch?v=TdEb7m0OGa4","First Kaggle Competition | MNIST | Top 7% | 99.70% Accuracy |",0,"kaggle",34,5,,5,43,"This Video is to make you understand How to go for a data science competition on ","['Education']",,"2020-06-01",169,"http://www.youtube.com/channel/UCWj8pyoryW4du2zPYXMqsKg","https://i.ytimg.com/vi/TdEb7m0OGa4/maxresdefault.jpg",1280,720,,60,0.232
1318,"watch?v=zgfkJFSNJHo","https://www.youtube.com/watch?v=zgfkJFSNJHo","Aprendizado de Máquina aula 1-2: IA e ML",0,"aprendizado+de+maquina",75,7,,5,,"Curso ","['Education']","['Machine Learning', 'Inteligência artificial', 'Artificial Intelligence', 'Data Science', 'Ciência de Dados']","2020-04-07",224,"http://www.youtube.com/channel/UCPKR-fr1o3yS3P-_FY6VS1A","https://i.ytimg.com/vi/zgfkJFSNJHo/maxresdefault.jpg",852,480,,30,0.058
1024,"watch?v=X-FKcenZ-jo","https://www.youtube.com/watch?v=X-FKcenZ-jo","Deep Learning With Python | Deep Learning Tutorial For Beginners | Edureka",0,"machine+learning",36,546,20,4.8586574,2230000,"Tensorflow Training: https://www.edureka.co/ai-","['Education']","['yt:cc=on', 'deep learning with python', 'deep learning', 'what is deep learning', 'deep learning tutorial', 'deep learning tutorial for beginners', 'deep learning neural networks', 'deep learning tutorial python', 'deep learning tensorflow', 'deep learning for natural language processing', 'what is deep learning algorithms', 'deep learning applications', 'neural network', 'neural network python', 'deep learning with tensorflow', 'deep learning vs machine learning', 'deep learning basics with python', 'edureka']","2019-02-23",633,"http://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ","https://i.ytimg.com/vi_webp/X-FKcenZ-jo/maxresdefault.webp",1920,1080,,30,0.64
1853,"watch?v=HfQjDfJ44Fs","https://www.youtube.com/watch?v=HfQjDfJ44Fs","Building the K-fold cross validation strategy | by Dmytro Poplavskiy | Kaggle Days Dubai | Kaggle",0,"kaggle",1,22,2,4.6666665,68900,"Dmytro Poplavskiy is a Software Engineer at Topcon Positioning Systems in Brisbane, Australia. He's also a ","['Science & Technology']","['Kaggle', 'Kaggel', 'coffee chat', 'live-coding', 'live', 'learn', 'api', 'cli', 'python', 'data', 'data science', 'interview', 'questions', 'transfer learning', 'coding', 'networks', 'programming', 'technology', 'tech', 'machine learning', 'AI', 'artificial intelligence', 'coders', 'programmers', 'help', 'tutorial', 'projects', '101', 'rstats', 'stats', 'statistics', 'what is kaggle', 'how to', 'github', 'developer', 'kernels', 'datasets', 'data visualization', 'deep learning', 'sql', 'challenge', 'competition', 'whitehat', 'code', 'lesson', 'CS', 'reliable K-fold', 'Dmytro Poplavskiy', 'Kaggle Days Dubai', 'K-fold']","2019-08-06",469,"http://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA","https://i.ytimg.com/vi_webp/HfQjDfJ44Fs/maxresdefault.webp",1920,1080,,24,0.269
